Título,URL,Tipo,Alternativas,Áreas
"DIF Capital Partners adquiere la subsidiaria uruguaya de Enercon GmbH, Enercon Agua Leguas y paralelamente obtiene un refinanciamiento                    ",https://lexlatin.com/node/88053,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Ecopetrol se convierte en el mayor accionista de ISA en Colombia",https://lexlatin.com/node/87820,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"IFIN Participações ingresa como accionista minoritario de subsidiaria de Aegea",https://lexlatin.com/node/87720,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Fideicomiso PAM ZOL Funza recibe financiamiento de bancos colombianos",https://lexlatin.com/node/87719,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"GIP se asocia con AES Andes en el negocio de energía renovable en Chile",https://lexlatin.com/node/87663,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Villa Andina y Casco G-3 Investments LLC acuerdan una inversión de USD 3 millones ",https://lexlatin.com/node/86976,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Petz adquiere Zee Dog por 163,3 millones de dólares ",https://lexlatin.com/node/86928,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Pesquera Exalmar recompra notas sénior con vencimiento en 2025",https://lexlatin.com/node/86494,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Empresas mexicanas compran el St. Regis Punta Mita Resort",https://lexlatin.com/node/85762,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Kala Capital adquiere Moneta Technologies Brazil Tecnologia da Informação ",https://lexlatin.com/node/85203,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Mas Equity Partners vende 50 % de su participación en Rocsa Colombia",https://lexlatin.com/node/84919,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Actualización: Glisco Partners vende participación en INTERprotección en México ",https://lexlatin.com/node/84839,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Chedraui se expande en Estados Unidos con la adquisición de Smart & Final",https://lexlatin.com/node/84698,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Dizac y Australian Dairy Good El Salvador venden  su negocio de distribución en El Salvador",https://lexlatin.com/node/84252,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Corporación Multi Inversiones emite el mayor bono verde de Centroamérica",https://lexlatin.com/node/84237,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Andean Telecom Partners realiza su primera emisión por 375 millones de dólares",https://lexlatin.com/node/83931,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Medical Properties Trust y Steward Health Care adquieren tres clínicas",https://lexlatin.com/node/83757,M&A,"Financiamientos","Corporativo - Joint Ventures, Banca y finanzas (créditos y financiamientos)"
"Credicorp Capital amplía sus inversiones en el sector inmobiliario de Chile",https://lexlatin.com/node/83746,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"KKR compra participación en Sempra Infrastructure Partners",https://lexlatin.com/node/83564,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"SOMA se convierte en la primera Fibra en cotizar en BIVA de México",https://lexlatin.com/node/83067,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"HydroQuebec adquiere participación de 19,9 % en Innergex Renewable Energy",https://lexlatin.com/node/82499,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"DASA se expande en Brasil con la adquisición de Grupo São Domingos",https://lexlatin.com/node/82492,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Nexus Group aumenta participación en empresa peruana de entretenimiento",https://lexlatin.com/node/82263,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Hudson Sustainable emite su primer bono verde ",https://lexlatin.com/node/82179,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"KKR  y Telefónica se asocian en Chile para aumentar el acceso a banda ancha",https://lexlatin.com/node/82050,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Canadiense EBI se expande en Chile",https://lexlatin.com/node/81966,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"XP Properties amplía su portafolio de propiedades corporativas",https://lexlatin.com/node/81850,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Mantos Copper consigue recursos para incrementar la producción de Mantoverde",https://lexlatin.com/node/81811,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Fondo de inversión administrado por Bci Asset Management invierte indirectamente en centros de bodegajes en Santiago",https://lexlatin.com/node/81762,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Corpgroup compra participación de BTG Pactual Chile en Vivocorp",https://lexlatin.com/node/81532,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Chilena Bodenor Flexcenter obtiene recursos para plan de inversiones",https://lexlatin.com/node/81464,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Petroquímica Comodoro Rivadavia obtiene préstamo sindicado",https://lexlatin.com/node/81391,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Crédito Real destina fondos de emisión al pago de deuda",https://lexlatin.com/node/80928,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Lundin Mining Corporation adquiere 100 % de Mineração Maracá Indústria e Comércio",https://lexlatin.com/node/80732,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"EnfraGen recibe financiamiento por 1.760 millones de dólares",https://lexlatin.com/node/80716,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"InRetail compra operación de la cadena holandesa Makro en Perú",https://lexlatin.com/node/80479,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Fisterra Energy obtiene financiamiento de más de 1.100 millones de dólares en México",https://lexlatin.com/node/80285,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Orión Fibra-E compra Autopistas de Tapachula como primer activo",https://lexlatin.com/node/80217,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Advent paga 2.700 millones de dólares por el negocio de análisis y datos de Nielsen",https://lexlatin.com/node/79974,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Chilenas Copec y Kaufmann crean 'joint venture' para proveer buses eléctricos",https://lexlatin.com/node/79785,M&A,"Financiamientos","Corporativo - Joint Ventures, Banca y finanzas (créditos y financiamientos)"
"ISA adquiere Concesionaria Costera Cartagena Barranquilla ",https://lexlatin.com/node/79076,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"3R Petroleum se reorganiza para fortalecerse en el mercado brasileño",https://lexlatin.com/node/79019,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Enverlis consolida participación en Bio Pappel antes de salir de la Bolsa",https://lexlatin.com/node/78687,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Omega Geração recauda fondos para expandir negocio de generación de energía",https://lexlatin.com/node/78581,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Actualización: Casai planea expandirse en México y otros mercados",https://lexlatin.com/node/78195,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Grupo chileno Norte Grande obtiene créditos para refinanciar pasivos",https://lexlatin.com/node/78145,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Toesca compra participación de Norgener en Empresa Eléctrica Cochrane ",https://lexlatin.com/node/78026,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"FIBRA Credicorp realiza primera inversión con fondos de colocación",https://lexlatin.com/node/77955,Emisiones,"M&A; Financiamientos","Mercado de capitales - Emisiones, Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"3Pillar se expande en Costa Rica con la adquisición de Isthmus Software",https://lexlatin.com/node/77715,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Pampa Cogeneración y YPF adquieren central termoeléctrica de IEASA y obtienen financiamiento para la compra",https://lexlatin.com/node/77535,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"AES Panamá emite 1.380 millones de dólares en bonos para proyectos de energía renovable",https://lexlatin.com/node/77218,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"ISA Group compra empresas de transmisión eléctrica en Perú",https://lexlatin.com/node/77199,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Davivienda emite primer bono social de género de Colombia",https://lexlatin.com/node/77075,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Banconal debuta en el mercado internacional con emisión de 1.000 millones de dólares",https://lexlatin.com/node/77065,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Argentina AA2000 obtiene financiamiento para sobrellevar la pandemia",https://lexlatin.com/node/76951,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Terminales Portuarios Peruanos compra un terreno en el puerto del Callao",https://lexlatin.com/node/76678,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Stracon International adquiere 15 % adicional en Dumas Holdings Inc.",https://lexlatin.com/node/76643,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Filial de Telefónica en Colombia emite bonos por 500 millones de dólares",https://lexlatin.com/node/76566,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Sacyr ingresa al negocio de servicios en Chile al comprar empresas de Sembcorp",https://lexlatin.com/node/76385,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Ameris Capital Administradora General de Fondos concreta la constitución de un fondo de inversión público",https://lexlatin.com/node/76322,M&A,"Emisiones","Corporativo - Adquisiciones, Mercado de capitales - Constitución de fondos mutuos"
"VTR emite bonos por 1.150 millones de dólares para canjear obligaciones",https://lexlatin.com/node/76200,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Latin Gaming Group vende 75 % de su participación accionaria en Inmobiliaria Da Vinci",https://lexlatin.com/node/76138,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"CEJA Holding y subsidiaria consiguen financiamiento para rescatar bonos",https://lexlatin.com/node/75989,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Actualización: Alsacia vende terminales de buses para pagar deudas",https://lexlatin.com/node/75653,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Playa Resorts consigue financiamiento para mejorar su perfil de liquidez",https://lexlatin.com/node/75174,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Grupo Médico Joya adquiere dos hospitales propiedad de Grupo Médico San Javier",https://lexlatin.com/node/75055,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Nexus Chile Health sale a Bolsa y recauda fondos para deudas de corto plazo",https://lexlatin.com/node/74040,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Innergex diversifica su cartera en América del Sur",https://lexlatin.com/node/73620,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Codelco obtiene liquidez para enfrentar mercado en incertidumbre",https://lexlatin.com/node/73453,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Fondos de pensiones canadienses compran participación en mexicana Ideal",https://lexlatin.com/node/73346,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"AES coloca sus primeros bonos verdes en Argentina",https://lexlatin.com/node/71635,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Chilena CRC Transmisión obtiene recursos para financiar proyectos",https://lexlatin.com/node/71442,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Actualización: AlphaCredit busca consolidarse como plataforma de tecnología financiera en México",https://lexlatin.com/node/71257,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"IDK Capital adquiere empresa mexicana de remolcadores Snekke",https://lexlatin.com/node/70718,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"TermoCandelaria obtiene recursos para expandir central de Tecan",https://lexlatin.com/node/70689,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"HSBC México otorga crédito a AB&C Leasing",https://lexlatin.com/node/70581,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Gestor alemán GLL compra parte de edificio de oficinas en Ciudad de México",https://lexlatin.com/node/70196,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Fintech mexicana Resuelve tu Deuda pone la mira en nuevos mercados",https://lexlatin.com/node/70165,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"WOM obtiene fondos para refinanciar deuda",https://lexlatin.com/node/70082,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Jaime Luarte Julio, de Ortiz Gonzalez Luarte Abogados, responde el Cuestionario LexLatin",https://lexlatin.com/node/69865,M&A,"Financiamientos","Insolvencias, quiebras y reestructuraciones, Comercio internacional y aduanas, Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"ContourGlobal recibe préstamo para adquirir plantas de cogeneración en México",https://lexlatin.com/node/69789,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"GPA de Brasil logra control de Almacenes Éxito en Colombia tras OPA",https://lexlatin.com/node/69675,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Navent Group obtiene crédito para comprar portales digitales en Perú",https://lexlatin.com/node/69635,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Subsidiaria chilena de AES Gener refinancia deuda con bancos internacionales",https://lexlatin.com/node/69634,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"GIC aumenta su participación en Smartfit y CPPIB llega como accionista",https://lexlatin.com/node/69382,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"El inversionista británico John Laing Group debuta en América Latina",https://lexlatin.com/node/69244,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Paraguay construye vías terrestres con la ayuda de un financiamiento híbrido",https://lexlatin.com/node/68864,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Plaza Logística expande almacenes en Buenos Aires con financiamiento de OPIC",https://lexlatin.com/node/68479,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Banco Santander aumenta su participación en su filial mexicana",https://lexlatin.com/node/68097,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Metlife adquiere inmuebles en Santiago de Chile para arrendar",https://lexlatin.com/node/67577,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Acuerdo entre Delta y Latam crea la mayor alianza de vuelos aéreos de la historia",https://lexlatin.com/node/67572,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Peruana Qubist consigue fondos para costear adquisición de hotel en Puno",https://lexlatin.com/node/67554,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Innova Schools coloca primera emisión de bonos sociales en Perú",https://lexlatin.com/node/66553,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Mexicana Unifin logra refinanciarse en el mercado internacional",https://lexlatin.com/node/66315,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Ergon Perú prepaga línea de crédito con recursos obtenidos en colocación privada de bonos verdes",https://lexlatin.com/node/64765,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Accel-KKR adquiere Lemontech, proveedora líder de software para abogados en Latinoamérica",https://lexlatin.com/node/64198,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Fibra Prime de Perú financia adquisición de inmuebles en Lima",https://lexlatin.com/node/64074,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Metlife financia compra de varios edificios en Santiago de Chile",https://lexlatin.com/node/63860,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"SMU refinancia pasivos con fondos obtenidos en emisión de bonos ",https://lexlatin.com/node/63622,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"La cadena de hoteles Hilton abrirá su primer Waldorf Astoria en México",https://lexlatin.com/node/63533,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Telepizza lanza una oferta de bonos para refinanciar su deuda",https://lexlatin.com/node/63227,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Brookfield obtiene financiamiento a largo plazo por más de USD 10 mil millones",https://lexlatin.com/node/63174,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Fondo de Penta Las Américas adquiere 17 parques cementerios en Chile",https://lexlatin.com/node/63135,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Logran refinanciar deuda asociada a la construcción del parque eólico La Bufa ",https://lexlatin.com/node/62819,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Actualización: SPV asociado al Corredor Vial Bioceánico oferta bonos para financiar proyecto en Paraguay",https://lexlatin.com/node/62241,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Consorcio chino logra crédito para apalancar compra de central hidroeléctrica peruana",https://lexlatin.com/node/61826,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Presentan fideicomiso para mejorar servicio de agua en El Salvador",https://lexlatin.com/node/61618,M&A,"Financiamientos","Corporativo - Joint Ventures, Banca y finanzas (créditos y financiamientos)"
"HH Global adhiere subsidiaria mexicana a contratos suscritos con Pricoa Capital",https://lexlatin.com/node/61242,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
" Filial peruana de Fidelidade lanza OPA por 51 % de La Positiva Seguros",https://lexlatin.com/node/61192,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Accionistas de Grupo Crédito Maestro renegocian inversión y otorgan crédito ",https://lexlatin.com/node/60750,M&A,"Financiamientos","Corporativo - Gobierno corporativo, Banca y finanzas (créditos y financiamientos)"
"Subsidiaria de Cooke concluye compra de empresas de Seajoy Seafood en Honduras",https://lexlatin.com/node/60453,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Colombiana PharmaCielo emite recibos de suscripción por CAD 39 millones en Canadá",https://lexlatin.com/node/59140,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"Siqueira Castro tiene un nuevo socio en São Paulo",https://lexlatin.com/node/59051,Emisiones,"M&A; Financiamientos","Mercado de capitales - Emisiones, Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Actualización: Alicorp adquiere fabricante de productos de higiene Intradevco",https://lexlatin.com/node/58845,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Aúna concluye adquisición de Promotora Las Américas y obtiene crédito",https://lexlatin.com/node/58562,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Sinia Capital compra participación de Cemex y Pattern Energy en proyecto eólico",https://lexlatin.com/node/58471,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Alsea adquiere holding de restaurantes español Grupo Vips",https://lexlatin.com/node/58310,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Tianqi Lithium concluye adquisición de 24% en SQM",https://lexlatin.com/node/58246,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Atlantica Yield adquiere parque eólico de Enel en Uruguay",https://lexlatin.com/node/58159,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"AN Global obtiene crédito de Monroe Capital para comprar 4th Source",https://lexlatin.com/node/57890,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Fondos de Goldman Sachs adquieren participación en McDermott",https://lexlatin.com/node/57099,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Actualización: Allianz Global Investors compra notas emitidas por parques eólicos peruanos ",https://lexlatin.com/node/56780,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Polaris completa adquisición de Union Energy Group",https://lexlatin.com/node/56353,M&A,"Financiamientos","Insolvencias, quiebras y reestructuraciones, Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Accionistas de GGI lanzan OPA por acciones de Rassini en México",https://lexlatin.com/node/56334,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Banchile Inversiones adquiere edificio de oficinas en distrito limeño de San Isidro",https://lexlatin.com/node/56252,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Apax Partners cierra compra de AEB Group en Brasil",https://lexlatin.com/node/55834,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"BID garantiza bonos de Pirapora Solar para financiar proyecto fotovoltaico",https://lexlatin.com/node/55327,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Aerotech y Grupo Palo Alto crean JV para fabricar piezas aeronáuticas en México",https://lexlatin.com/node/55115,M&A,"Financiamientos","Corporativo - Joint Ventures, Banca y finanzas (créditos y financiamientos)"
"Sumara Hub Legal abre en el Perú",https://lexlatin.com/node/54169,Emisiones,"M&A; Financiamientos","Mercado de capitales - Emisiones, Corporativo - Gobierno corporativo, Corporativo - Joint Ventures, Banca y finanzas (créditos y financiamientos)"
"AKI KB Minibodegas adquiere almacenes de BPI Ministorage en Santiago de Chile",https://lexlatin.com/node/53015,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"GE Capital EFS Financing organiza financiamiento híbrido para central eléctrica EVM II en México",https://lexlatin.com/node/52743,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Masisa obtiene crédito de USD 130 millones para reestructurar deuda",https://lexlatin.com/node/52713,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Insolvencias, quiebras y reestructuraciones, Banca y finanzas (créditos y financiamientos)"
"Suzano y Fibria se fusionan y crean gigante mundial en producción de celulosa",https://lexlatin.com/node/50892,M&A,"Financiamientos","Antimonopolio y Competencia, Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Atlas Renewable Energy adquiere cuatro parques solares de SunPower en México",https://lexlatin.com/node/50572,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Actualización: Concesionaria de línea de transmisión en Perú logra estructura dual de refinanciamiento",https://lexlatin.com/node/50121,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Fondo inmobiliario de BTG Pactual compra 19 centros comerciales en Chile",https://lexlatin.com/node/49831,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Blackstone financia compra de Cirsa Gaming con emisión de bonos ",https://lexlatin.com/node/49048,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Adquisiciones"
"BID garantiza financiamiento de complejo eólico Santa Vitória en Brasil",https://lexlatin.com/node/48037,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Banca y finanzas (créditos y financiamientos)"
"Concesionaria Ruta del Maipo concluye canje voluntario de bonos en Chile",https://lexlatin.com/node/48007,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Insolvencias, quiebras y reestructuraciones, Banca y finanzas (créditos y financiamientos)"
"Actualización: AquaChile obtiene crédito para comprar Salmones Magallanes y Pesquera Edén",https://lexlatin.com/node/47885,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Chilena Algeciras adquiere activos de subsidiarias de Centenario en Perú",https://lexlatin.com/node/47366,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Marubeni y Toesca compran GasValpo en Chile",https://lexlatin.com/node/46459,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Glenfarne adquiere tres centrales hidroeléctricas en Panamá",https://lexlatin.com/node/46441,M&A,"Financiamientos","Corporativo - Adquisiciones, Banca y finanzas (créditos y financiamientos)"
"Innergex pacta JV con Energía Llaima para comprar hidroeléctricas en Chile",https://lexlatin.com/node/42242,M&A,"Financiamientos","Insolvencias, quiebras y reestructuraciones, Corporativo - Adquisiciones, Corporativo - Joint Ventures, Banca y finanzas (créditos y financiamientos)"
"Actualización: Regulus y Stillwater Canada pactan JV en proyecto minero argentino",https://lexlatin.com/node/42224,Emisiones,"M&A","Mercado de capitales - Emisiones, Corporativo - Joint Ventures"
"Fermaca refinancia crédito para pagar deudas por gasoducto en México",https://lexlatin.com/node/42199,Emisiones,"Financiamientos","Mercado de capitales - Emisiones, Insolvencias, quiebras y reestructuraciones, Banca y finanzas (créditos y financiamientos)"
