Grupo,Título,ID,NID Drupal,Link,Tipo,Status,País,Fecha Anuncio,Fecha Cierre,Valor USD,Publicado,Tiene Excerpt,Patrón Detectado
84,"BID Invest financia inversiones en El Salvador, Guatemala y Ecuador",drupal-93037,93037,https://lexlatin.com/node/93037,Financiamientos,Cerrado,"Estados Unidos",2021-12-01,,25000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
84,"BID Invest financia inversiones en El Salvador, Guatemala y Ecuador",drupal-98863,98863,https://lexlatin.com/node/98863,Financiamientos,Cerrado,"Estados Unidos",2021-12-01,,25000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
84,"BID Invest financia inversiones en El Salvador, Guatemala y Ecuador",drupal-98864,98864,https://lexlatin.com/node/98864,Financiamientos,Cerrado,"Estados Unidos",2021-12-01,,70000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
84,"BID Invest financia inversiones en El Salvador, Guatemala y Ecuador",drupal-98865,98865,https://lexlatin.com/node/98865,Financiamientos,Cerrado,"Estados Unidos",2021-12-01,,75000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
85,"BID Invest recibe un financiamiento y adquiere Creditú Administradora de Mutuos Hipotecarios",drupal-89244,89244,https://lexlatin.com/node/89244,M&A,Cerrado,"Estados Unidos",2021-07-29,2021-07-29,40000000.00,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
85,"BID Invest recibe un financiamiento y adquiere Creditú Administradora de Mutuos Hipotecarios",drupal-89245,89245,https://lexlatin.com/node/89245,Financiamientos,Cerrado,"Estados Unidos",2021-07-29,2021-07-29,40000000.00,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
85,"BID Invest recibe un financiamiento y adquiere Creditú Administradora de Mutuos Hipotecarios",drupal-89246,89246,https://lexlatin.com/node/89246,M&A,Cerrado,"Estados Unidos",2021-07-29,2021-07-29,40000000.00,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
86,"Bimbo coloca notas por 600 millones de dólares en Estados Unidos",drupal-85087,85087,https://lexlatin.com/node/85087,Emisiones,Cerrado,"Estados Unidos",2021-05-17,2021-05-17,600000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
86,"Bimbo coloca notas por 600 millones de dólares en Estados Unidos",drupal-85141,85141,https://lexlatin.com/node/85141,Emisiones,Cerrado,"Estados Unidos",2021-05-17,2021-05-17,600000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
86,"Bimbo coloca notas por 600 millones de dólares en Estados Unidos",drupal-85142,85142,https://lexlatin.com/node/85142,Emisiones,Cerrado,"Estados Unidos",2021-05-17,2021-05-17,1001200000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
87,"Blackstone financia compra de Cirsa Gaming con emisión de bonos ",drupal-49048,49048,https://lexlatin.com/node/49048,Emisiones,Cerrado,"Estados Unidos",2018-08-01,2018-08-01,1560000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
87,"Blackstone financia compra de Cirsa Gaming con emisión de bonos ",drupal-69647,69647,https://lexlatin.com/node/69647,Emisiones,Cerrado,"Estados Unidos",2018-08-01,2018-08-01,1560000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
87,"Blackstone financia compra de Cirsa Gaming con emisión de bonos ",drupal-69648,69648,https://lexlatin.com/node/69648,M&A,Cerrado,"Estados Unidos",2018-08-01,2018-08-01,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
88,"Bradesco e Itaú invierten en empresas de Cosan",drupal-106977,106977,https://lexlatin.com/node/106977,M&A,Cerrado,"Brasil",2022-12-28,2022-12-28,782600000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
88,"Bradesco e Itaú invierten en empresas de Cosan",drupal-107035,107035,https://lexlatin.com/node/107035,M&A,Cerrado,"Brasil",2022-12-23,2022-12-23,782600000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
88,"Bradesco e Itaú invierten en empresas de Cosan",drupal-107036,107036,https://lexlatin.com/node/107036,M&A,Cerrado,"Brasil",2022-12-28,2022-12-28,802100000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
89,"Brasil Telecom Comunicação Multimídia realiza 2ª emisión de debentures y Globenet Cabos Submarino junto a BTG adquieren 57,9 % de las acciones emitidas",drupal-100833,100833,https://lexlatin.com/node/100833,Emisiones,Cerrado,"Brasil",2022-06-21,2022-06-21,1031968142.74,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
89,"Brasil Telecom Comunicação Multimídia realiza 2ª emisión de debentures y Globenet Cabos Submarino junto a BTG adquieren 57,9 % de las acciones emitidas",drupal-100846,100846,https://lexlatin.com/node/100846,Emisiones,Cerrado,"Brasil",2022-06-21,2022-06-21,1031968142.74,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
89,"Brasil Telecom Comunicação Multimídia realiza 2ª emisión de debentures y Globenet Cabos Submarino junto a BTG adquieren 57,9 % de las acciones emitidas",drupal-100847,100847,https://lexlatin.com/node/100847,M&A,Cerrado,"Brasil",2022-06-09,2022-06-09,,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
90,"Brasileña Cielo consigue financiamiento con recompra de notas y emisión de obligaciones",drupal-65768,65768,https://lexlatin.com/node/65768,Emisiones,Cerrado,"Estados Unidos",2019-06-26,2019-06-26,372700000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
90,"Brasileña Cielo consigue financiamiento con recompra de notas y emisión de obligaciones",drupal-69464,69464,https://lexlatin.com/node/69464,M&A,Cerrado,"Estados Unidos",2019-06-26,2019-06-26,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
90,"Brasileña Cielo consigue financiamiento con recompra de notas y emisión de obligaciones",drupal-69465,69465,https://lexlatin.com/node/69465,Emisiones,Cerrado,"Estados Unidos",2019-06-18,2019-06-18,784100000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
91,"Braskem Idesa consigue fondos para refinanciar Etileno XXI en México",drupal-90051,90051,https://lexlatin.com/node/90051,Emisiones,Cerrado,"Estados Unidos",2021-10-20,2021-10-20,1200000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
91,"Braskem Idesa consigue fondos para refinanciar Etileno XXI en México",drupal-90472,90472,https://lexlatin.com/node/90472,Financiamientos,Cerrado,"Estados Unidos",2021-10-20,2021-10-20,1350000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
91,"Braskem Idesa consigue fondos para refinanciar Etileno XXI en México",drupal-90474,90474,https://lexlatin.com/node/90474,Emisiones,Cerrado,"Estados Unidos",2021-10-20,2021-10-20,1200000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
92,"Brookfield Asset Management obtiene financiamiento para la adquisición de Unidas Locadora",drupal-105582,105582,https://lexlatin.com/node/105582,Emisiones,Cerrado,"Brasil",2022-10-03,2022-10-03,286199550.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
92,"Brookfield Asset Management obtiene financiamiento para la adquisición de Unidas Locadora",drupal-105583,105583,https://lexlatin.com/node/105583,Emisiones,Cerrado,"Brasil",2022-10-03,2022-10-03,286199550.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
92,"Brookfield Asset Management obtiene financiamiento para la adquisición de Unidas Locadora",drupal-105584,105584,https://lexlatin.com/node/105584,Financiamientos,Cerrado,"Brasil",2022-10-03,2022-10-03,209879670.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
93,"Brookfield obtiene financiamiento a largo plazo por más de USD 10 mil millones",drupal-63174,63174,https://lexlatin.com/node/63174,Emisiones,Cerrado,"Estados Unidos",2019-04-30,,10000000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
93,"Brookfield obtiene financiamiento a largo plazo por más de USD 10 mil millones",drupal-69392,69392,https://lexlatin.com/node/69392,Financiamientos,Cerrado,"Estados Unidos",2019-04-30,,8585400000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
93,"Brookfield obtiene financiamiento a largo plazo por más de USD 10 mil millones",drupal-69393,69393,https://lexlatin.com/node/69393,Emisiones,Cerrado,"Estados Unidos",2019-04-30,,2000000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
94,"BTG Pactual compra Magnetis y aumenta participación en Gran Tecnologia e Educação",drupal-115118,115118,https://lexlatin.com/node/115118,M&A,Cerrado,"Brasil",2023-08-21,2023-08-21,,SÍ,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
94,"BTG Pactual compra Magnetis y aumenta participación en Gran Tecnologia e Educação",drupal-115467,115467,https://lexlatin.com/node/115467,M&A,Cerrado,"Brasil",2023-08-21,2023-08-21,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
94,"BTG Pactual compra Magnetis y aumenta participación en Gran Tecnologia e Educação",drupal-115468,115468,https://lexlatin.com/node/115468,M&A,Cerrado,"Brasil",2023-08-21,2023-08-21,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
95,"BTG Pactual Venture Debt I invierte en start ups y fintechs Chilenas",drupal-101096,101096,https://lexlatin.com/node/101096,M&A,Cerrado,"Chile",2022-06-17,2022-06-17,1672224.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
95,"BTG Pactual Venture Debt I invierte en start ups y fintechs Chilenas",drupal-101097,101097,https://lexlatin.com/node/101097,M&A,Cerrado,"Chile",2022-06-02,2022-06-02,1672224.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
95,"BTG Pactual Venture Debt I invierte en start ups y fintechs Chilenas",drupal-101098,101098,https://lexlatin.com/node/101098,M&A,Cerrado,"Chile",2022-06-17,2022-06-17,2200000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
95,"BTG Pactual Venture Debt I invierte en start ups y fintechs Chilenas",drupal-101100,101100,https://lexlatin.com/node/101100,M&A,Cerrado,"Chile",2022-06-17,2022-06-17,,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
96,"Caja Cusco emite Bonos Sostenibles Subordinados Nivel 2",drupal-130821,130821,https://lexlatin.com/node/130821,Emisiones,Cerrado,"Perú",2025-12-24,2025-12-30,29752810.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
96,"Caja Cusco emite Bonos Sostenibles Subordinados Nivel 2",drupal-130822,130822,https://lexlatin.com/node/130822,Emisiones,Cerrado,"Perú",2025-12-24,2025-12-24,29752810.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
96,"Caja Cusco emite Bonos Sostenibles Subordinados Nivel 2",drupal-130823,130823,https://lexlatin.com/node/130823,Emisiones,Cerrado,"Perú",2025-12-30,2025-12-30,29752810.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
97,"Canadian Solar completa inversión para construcción de planta solar ",drupal-114589,114589,https://lexlatin.com/node/114589,Emisiones,Cerrado,"Brasil",2023-06-01,2023-06-01,14062457.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
97,"Canadian Solar completa inversión para construcción de planta solar ",drupal-114594,114594,https://lexlatin.com/node/114594,M&A,Cerrado,"Brasil",2023-06-01,2023-06-01,34151681.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
97,"Canadian Solar completa inversión para construcción de planta solar ",drupal-114595,114595,https://lexlatin.com/node/114595,Emisiones,Cerrado,"Brasil",2023-06-01,2023-06-01,14062457.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
97,"Canadian Solar completa inversión para construcción de planta solar ",drupal-114596,114596,https://lexlatin.com/node/114596,Financiamientos,Cerrado,"Brasil",2023-06-01,2023-06-01,22098147.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
98,"Canadiense EBI se expande en Chile",drupal-81966,81966,https://lexlatin.com/node/81966,M&A,Cerrado,"Chile",2021-01-11,2021-01-11,,SÍ,SÍ,DUPLICADO PROBABLE (mismos datos)
98,"Canadiense EBI se expande en Chile",drupal-82068,82068,https://lexlatin.com/node/82068,M&A,Cerrado,"Chile",2021-01-11,2021-01-11,,NO,SÍ,DUPLICADO PROBABLE (mismos datos)
98,"Canadiense EBI se expande en Chile",drupal-82075,82075,https://lexlatin.com/node/82075,Financiamientos,Cerrado,"Chile",2021-01-11,2021-01-11,,NO,SÍ,DUPLICADO PROBABLE (mismos datos)
99,"Canal Companhia de Securitização completa 2ª emisión serie 2 de certificados de créditos inmobiliarios",drupal-112448,112448,https://lexlatin.com/node/112448,Emisiones,Cerrado,"Brasil",2023-05-02,2023-05-02,5162319.00,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
99,"Canal Companhia de Securitização completa 2ª emisión serie 2 de certificados de créditos inmobiliarios",drupal-112449,112449,https://lexlatin.com/node/112449,Emisiones,Cerrado,"Brasil",2023-05-02,2023-05-02,5162319.00,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
99,"Canal Companhia de Securitização completa 2ª emisión serie 2 de certificados de créditos inmobiliarios",drupal-112450,112450,https://lexlatin.com/node/112450,Emisiones,Cerrado,"Brasil",2023-05-02,2023-05-02,5162319.00,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
100,"Cargill adquiere control de fabricante de endulzantes argentino Glucovil",drupal-42027,42027,https://lexlatin.com/node/42027,M&A,Cerrado,"Argentina",,,79500000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
100,"Cargill adquiere control de fabricante de endulzantes argentino Glucovil",drupal-70296,70296,https://lexlatin.com/node/70296,M&A,Cerrado,"Argentina",,,79500000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
100,"Cargill adquiere control de fabricante de endulzantes argentino Glucovil",drupal-70297,70297,https://lexlatin.com/node/70297,Financiamientos,Cerrado,"Argentina",,,12000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
101,"CEJA Holding y subsidiaria consiguen financiamiento para rescatar bonos",drupal-75989,75989,https://lexlatin.com/node/75989,Emisiones,Cerrado,"Perú",2020-06-17,2020-06-17,,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
101,"CEJA Holding y subsidiaria consiguen financiamiento para rescatar bonos",drupal-76237,76237,https://lexlatin.com/node/76237,Emisiones,Cerrado,"Perú",2020-06-11,2020-06-11,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
101,"CEJA Holding y subsidiaria consiguen financiamiento para rescatar bonos",drupal-76238,76238,https://lexlatin.com/node/76238,Financiamientos,Cerrado,"Perú",2020-06-17,2020-06-17,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
102,"Celeo Redes cierra financiamiento para línea Ancoa-Charrúa",drupal-134033,134033,https://lexlatin.com/node/134033,Financiamientos,Cerrado,"Chile",2025-06-24,2025-06-24,25000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
102,"Celeo Redes cierra financiamiento para línea Ancoa-Charrúa",drupal-134034,134034,https://lexlatin.com/node/134034,Financiamientos,Cerrada,,,,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
103,"Celsia emite 330 millones de acciones ordinarias en oferta pública",drupal-38016,38016,https://lexlatin.com/node/38016,Emisiones,Cerrado,"Colombia",,,512552000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
103,"Celsia emite 330 millones de acciones ordinarias en oferta pública",drupal-70967,70967,https://lexlatin.com/node/70967,Emisiones,Cerrado,"Colombia",,,258297889.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
103,"Celsia emite 330 millones de acciones ordinarias en oferta pública",drupal-70968,70968,https://lexlatin.com/node/70968,M&A,Cerrado,"Colombia",,,258297889.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
104,"Cementos Pacasmayo recompra bonos con vencimiento en 2023",drupal-59053,59053,https://lexlatin.com/node/59053,Emisiones,Cerrado,"Estados Unidos",2018-12-21,2018-12-21,150000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
104,"Cementos Pacasmayo recompra bonos con vencimiento en 2023",drupal-71725,71725,https://lexlatin.com/node/71725,Emisiones,Cerrado,"Estados Unidos",2018-12-21,2018-12-21,150000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
104,"Cementos Pacasmayo recompra bonos con vencimiento en 2023",drupal-71726,71726,https://lexlatin.com/node/71726,Emisiones,Cerrado,"Estados Unidos",2019-02-01,2019-02-01,170599000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
105,"Cencosud compra supermercados en Brasil y EE.UU.",drupal-97240,97240,https://lexlatin.com/node/97240,M&A,En progreso,"Estados Unidos",2022-05-20,2022-05-20,102889150.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
105,"Cencosud compra supermercados en Brasil y EE.UU.",drupal-97241,97241,https://lexlatin.com/node/97241,M&A,En progreso,"Chile",2022-05-20,2022-05-20,102889150.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
105,"Cencosud compra supermercados en Brasil y EE.UU.",drupal-97242,97242,https://lexlatin.com/node/97242,M&A,En progreso,"Estados Unidos",2022-05-20,2022-05-20,139106130.80,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
106,"Charles Taylor InsureTech adquiere proveedor de software latinoamericano Inworx",drupal-41973,41973,https://lexlatin.com/node/41973,Emisiones,Cerrado,"Estados Unidos",2018-05-03,,50500000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
106,"Charles Taylor InsureTech adquiere proveedor de software latinoamericano Inworx",drupal-69796,69796,https://lexlatin.com/node/69796,M&A,Cerrado,"Estados Unidos",2018-05-03,,23360300.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
106,"Charles Taylor InsureTech adquiere proveedor de software latinoamericano Inworx",drupal-69797,69797,https://lexlatin.com/node/69797,Emisiones,Cerrado,"Estados Unidos",2018-05-03,2018-05-03,23360300.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
107,"Chedraui se expande en Estados Unidos con la adquisición de Smart & Final",drupal-84698,84698,https://lexlatin.com/node/84698,M&A,Cerrado,"Estados Unidos",2021-05-13,2021-05-13,620000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
107,"Chedraui se expande en Estados Unidos con la adquisición de Smart & Final",drupal-84810,84810,https://lexlatin.com/node/84810,M&A,Cerrado,"Estados Unidos",2021-05-13,2021-05-13,620000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
107,"Chedraui se expande en Estados Unidos con la adquisición de Smart & Final",drupal-84815,84815,https://lexlatin.com/node/84815,Financiamientos,Cerrado,"Estados Unidos",2021-05-13,2021-05-13,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
108,"Chembro Química adquiere a Elekeiroz",drupal-109662,109662,https://lexlatin.com/node/109662,Emisiones,Cerrado,"Brasil",2023-03-28,2023-03-28,175992600.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
108,"Chembro Química adquiere a Elekeiroz",drupal-109663,109663,https://lexlatin.com/node/109663,M&A,Cerrado,"Brasil",2023-03-28,2023-03-28,175992600.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
108,"Chembro Química adquiere a Elekeiroz",drupal-109664,109664,https://lexlatin.com/node/109664,Emisiones,Cerrado,"Brasil",2023-03-23,2023-03-23,120680640.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
109,"Chile emite bonos vinculados a la sostenibilidad y, por primera vez, en unidades de fomento",drupal-116142,116142,https://lexlatin.com/node/116142,Emisiones,Cerrado,"Chile",2023-10-30,2023-10-30,968100000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
109,"Chile emite bonos vinculados a la sostenibilidad y, por primera vez, en unidades de fomento",drupal-116387,116387,https://lexlatin.com/node/116387,Emisiones,Cerrado,"Chile",2023-10-20,2023-10-20,968100000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
109,"Chile emite bonos vinculados a la sostenibilidad y, por primera vez, en unidades de fomento",drupal-116388,116388,https://lexlatin.com/node/116388,Emisiones,Cerrado,"Chile",2023-10-30,2023-10-30,1951000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
110,"Chilena Algeciras adquiere activos de subsidiarias de Centenario en Perú",drupal-47366,47366,https://lexlatin.com/node/47366,M&A,Cerrado,"Perú",2018-07-31,,75443090.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
110,"Chilena Algeciras adquiere activos de subsidiarias de Centenario en Perú",drupal-69611,69611,https://lexlatin.com/node/69611,M&A,Cerrado,"Perú",2018-07-31,,75443090.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
110,"Chilena Algeciras adquiere activos de subsidiarias de Centenario en Perú",drupal-69612,69612,https://lexlatin.com/node/69612,Financiamientos,Cerrado,"Perú",2018-07-31,,70000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
111,"Chilena Bodenor Flexcenter obtiene recursos para plan de inversiones",drupal-81464,81464,https://lexlatin.com/node/81464,M&A,Cerrado,"Chile",2021-01-26,2021-01-26,167000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
111,"Chilena Bodenor Flexcenter obtiene recursos para plan de inversiones",drupal-81525,81525,https://lexlatin.com/node/81525,M&A,Cerrado,"Chile",2021-01-26,2021-01-26,167000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
111,"Chilena Bodenor Flexcenter obtiene recursos para plan de inversiones",drupal-81526,81526,https://lexlatin.com/node/81526,Financiamientos,Cerrado,"Chile",2021-01-26,2021-01-26,139200000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
112,"Chilena CMPC compra bosques de eucalipto para planta en Rio Grande do Sul",drupal-80482,80482,https://lexlatin.com/node/80482,M&A,Cerrado,"Brasil",2020-10-23,,,SÍ,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
112,"Chilena CMPC compra bosques de eucalipto para planta en Rio Grande do Sul",drupal-80594,80594,https://lexlatin.com/node/80594,M&A,Cerrado,"Brasil",2020-10-23,,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
112,"Chilena CMPC compra bosques de eucalipto para planta en Rio Grande do Sul",drupal-80595,80595,https://lexlatin.com/node/80595,M&A,Cerrado,"Brasil",2020-10-23,,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
113,"Chilena CRC Transmisión obtiene recursos para financiar proyectos",drupal-71442,71442,https://lexlatin.com/node/71442,Emisiones,Cerrado,"Estados Unidos",2019-11-25,2019-11-25,365000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
113,"Chilena CRC Transmisión obtiene recursos para financiar proyectos",drupal-71625,71625,https://lexlatin.com/node/71625,Emisiones,Cerrado,"Estados Unidos",2019-11-25,,365000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
113,"Chilena CRC Transmisión obtiene recursos para financiar proyectos",drupal-71626,71626,https://lexlatin.com/node/71626,Financiamientos,Cerrado,"Estados Unidos",2019-11-25,,20700000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
114,"CHL Administradora emite Fondo de Inversión Privado y obtiene una reestructuración de los préstamos adquiridos",drupal-93761,93761,https://lexlatin.com/node/93761,Emisiones,Cerrado,"Chile",2021-05-17,2021-05-17,450000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
114,"CHL Administradora emite Fondo de Inversión Privado y obtiene una reestructuración de los préstamos adquiridos",drupal-93810,93810,https://lexlatin.com/node/93810,Emisiones,Cerrado,"Chile",2021-05-17,2021-05-17,116000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
114,"CHL Administradora emite Fondo de Inversión Privado y obtiene una reestructuración de los préstamos adquiridos",drupal-93811,93811,https://lexlatin.com/node/93811,Financiamientos,Cerrado,"Chile",2021-05-17,2021-05-17,116000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
115,"CIEF compra participación en Terminal de Contenedores de Buenaventura",drupal-97031,97031,https://lexlatin.com/node/97031,Emisiones,Cerrado,"Estados Unidos",2022-04-27,2022-04-27,,SÍ,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
115,"CIEF compra participación en Terminal de Contenedores de Buenaventura",drupal-97418,97418,https://lexlatin.com/node/97418,M&A,Cerrado,"Estados Unidos",2022-04-27,2022-04-27,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
115,"CIEF compra participación en Terminal de Contenedores de Buenaventura",drupal-97419,97419,https://lexlatin.com/node/97419,Emisiones,Cerrado,"Estados Unidos",2022-04-27,2022-04-27,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
116,"Cielo estructura varios fondos conjuntos de inversión",drupal-95965,95965,https://lexlatin.com/node/95965,Emisiones,Cerrado,"Brasil",2021-05-13,2021-05-13,87251566.09,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
116,"Cielo estructura varios fondos conjuntos de inversión",drupal-95966,95966,https://lexlatin.com/node/95966,Emisiones,Cerrado,"Brasil",2021-05-13,2021-05-13,87251566.09,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
116,"Cielo estructura varios fondos conjuntos de inversión",drupal-95967,95967,https://lexlatin.com/node/95967,Emisiones,Cerrado,"Brasil",2021-05-13,2021-05-13,387784738.16,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
116,"Cielo estructura varios fondos conjuntos de inversión",drupal-95968,95968,https://lexlatin.com/node/95968,Emisiones,Cerrado,"Brasil",2021-05-13,2021-05-13,872549101.21,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
117,"Ciudad de Buenos Aires emite nueva deuda y recompra títulos",drupal-33891,33891,https://lexlatin.com/node/33891,Emisiones,Cerrado,"Estados Unidos",2017-11-22,,383962000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
117,"Ciudad de Buenos Aires emite nueva deuda y recompra títulos",drupal-69819,69819,https://lexlatin.com/node/69819,Emisiones,Cerrado,"Estados Unidos",2017-11-22,,383962000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
117,"Ciudad de Buenos Aires emite nueva deuda y recompra títulos",drupal-69820,69820,https://lexlatin.com/node/69820,Emisiones,Cerrado,"Estados Unidos",2017-11-22,,376641000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
118,"Claro realiza 12ª emisión de debentures y 7ª emisión de pagarés",drupal-105369,105369,https://lexlatin.com/node/105369,Emisiones,Cerrado,"Brasil",2022-09-01,2022-09-01,288195480.75,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
118,"Claro realiza 12ª emisión de debentures y 7ª emisión de pagarés",drupal-105372,105372,https://lexlatin.com/node/105372,Emisiones,Cerrado,"Brasil",2022-10-28,2022-10-28,153704256.40,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
